Journal name,Created at,Gender,Demographics,Comment count,Comment quality,Editor experience,Professional status,Verdict,Second verdict,Response time,Time from acceptance to publication,Date of acceptance,Blurb
Journal of Ethics and Social Philosophy,2023-10-04 08:59:56 UTC,,,0,,,Non-tenure track faculty,Rejection,,0.15,,,
Business Ethics Quarterly,2023-10-04 03:51:48 UTC,Male,White,3,5,5,Graduate student,Rejection,,5.5,,,""
Journal of the History of Philosophy,2023-10-02 21:31:43 UTC,Prefer not to answer,,2,3,2,Tenured faculty,Revise and resubmit,Rejection,3.0,,,
Ergo: An Open Access Journal of Philosophy,2023-09-29 18:11:25 UTC,Male,Asian,2,4,5,Graduate student,Revise and resubmit,Acceptance,2.0,,,
Philosophia,2023-09-29 10:32:56 UTC,Male,White,2,3,2,Graduate student,Revise and resubmit,Rejection,9.0,,,
Philosophical Studies,2023-09-29 00:59:13 UTC,,,1,1,1,Tenure track faculty,Rejection,,11.0,,,
Mind,2023-09-27 21:14:29 UTC,Male,Asian,0,,2,Non-tenure track faculty,Rejection,,3.0,,,
Journal of Moral Philosophy,2023-09-26 18:12:40 UTC,,,1,1,4,Non-tenure track faculty,Rejection,,3.3,,,
Journal of Ethics and Social Philosophy,2023-09-26 04:00:24 UTC,Male,Middle Eastern/North African,0,,,Non-tenure track faculty,Rejection,,0.66,,,
Ethics,2023-09-25 00:21:04 UTC,Female,"Black, Indigenous North, Central or South American, White",0,,1,Tenured faculty,Rejection,,5.0,,,
Synthese,2023-09-24 22:44:36 UTC,,,2,5,5,Tenure track faculty,Rejection,,2.5,,,
Ethics,2023-09-24 09:41:02 UTC,,,0,,1,Tenure track faculty,Rejection,,3.5,,,
Erkenntnis,2023-09-24 09:39:37 UTC,,,2,5,5,Tenure track faculty,Rejection,,2.5,,,
Philosophical Studies,2023-09-23 18:24:40 UTC,Male,White,1,1,1,Non-tenure track faculty,Rejection,,4.0,,,
British Journal for the History of Philosophy,2023-09-22 01:06:36 UTC,Male,White,1,2,2,Graduate student,Rejection,,7.0,,,
Mind,2023-09-21 14:25:01 UTC,Female,White,2,4,4,Tenured faculty,Rejection,,3.5,,,
Journal of the History of Philosophy,2023-09-20 13:37:40 UTC,Male,White,2,5,5,Non-tenure track faculty,Rejection,,2.5,,,
Ergo: An Open Access Journal of Philosophy,2023-09-16 13:41:57 UTC,Male,White,2,4,5,Tenured faculty,Revise and resubmit,Rejection,2.5,,,""
Canadian Journal of Philosophy,2023-09-15 07:31:43 UTC,Male,White,0,,1,Tenured faculty,Rejection,,3.5,,,I don't understand why it took so long to make the decision. 
Analysis,2023-09-15 06:11:30 UTC,Male,Asian,5,5,5,Other,Rejection,,1.2,,,
Ethical Theory and Moral Practice,2023-09-14 17:20:49 UTC,Male,White,2,4,5,Graduate student,Rejection,,4.0,,,
Epistemology and Philosophy of Science,2023-09-13 08:47:11 UTC,Male,Middle Eastern/North African,0,,1,Adjunct,Withdraw,,1.5,,,""
Journal for General Philosophy of Science / Zeitschrift für Allgemeine Wissenschaftstheorie,2023-09-13 08:36:00 UTC,Male,Middle Eastern/North African,1,3,3,Non-tenure track faculty,Conditional acceptance,Acceptance,4.0,,,""
Social Epistemology,2023-09-13 08:34:30 UTC,Male,,2,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,2.7,,,""
Zygon,2023-09-13 08:22:33 UTC,Male,Middle Eastern/North African,0,,,Adjunct,Rejection,,0.4,,,""
Pacific Philosophical Quarterly,2023-09-12 14:35:16 UTC,Male,White,0,,2,Tenured faculty,Rejection,,0.1,,,""
Southern Journal of Philosophy,2023-09-12 14:33:37 UTC,Male,White,1,4,5,Tenured faculty,Conditional acceptance,Acceptance,3.5,,,""
Journal of Value Inquiry,2023-09-06 17:30:35 UTC,,,2,5,5,Graduate student,Conditional acceptance,Acceptance,5.0,,,
Philosophy and Public Affairs,2023-09-06 17:29:45 UTC,,,0,,2,Graduate student,Rejection,,1.0,,,
Utilitas,2023-09-06 17:28:19 UTC,,,1,2,5,Graduate student,Rejection,,2.0,,,
Journal of Social Philosophy,2023-09-06 17:27:22 UTC,Male,White,2,5,5,Graduate student,Conditional acceptance,Acceptance,3.0,,,
Biology and Philosophy,2023-09-06 17:25:39 UTC,Male,White,2,5,3,Graduate student,Rejection,,4.0,,,
Ergo an Open Access Journal of Philosophy,2023-09-06 15:51:24 UTC,Female,White,0,,4,Tenure track faculty,Rejection,,0.5,,,
Journal of Economic Methodology,2023-09-06 15:44:31 UTC,,,2,2,4,Graduate student,Revise and resubmit,Rejection,8.0,,,
Journal of the American Philosophical Association,2023-09-06 09:16:19 UTC,Male,Other race/ethnicity,2,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,5.0,,,""
Philosophers' Imprint,2023-09-05 15:48:19 UTC,Male,Other race/ethnicity,0,,,Non-tenure track faculty,Rejection,,0.7,,,
Philosophical Studies,2023-09-01 09:29:04 UTC,Male,White,1,3,4,Graduate student,Rejection,,1.6,,,
Journal of the History of Philosophy,2023-08-31 19:20:05 UTC,Male,Asian,0,,,Graduate student,Rejection,,0.5,,,
Ergo an Open Access Journal of Philosophy,2023-08-31 19:19:26 UTC,Male,Asian,0,,4,Graduate student,Rejection,,0.5,,,
Philosophy East and West,2023-08-30 13:52:23 UTC,,,2,2,5,Graduate student,Revise and resubmit,Acceptance,4.0,,,""
Philosophical Studies,2023-08-30 13:49:25 UTC,,,1,1,5,Graduate student,Rejection,,2.0,,,""
Philosophical Psychology,2023-08-30 13:03:43 UTC,Female,White,2,5,5,Non-tenure track faculty,Conditional acceptance,Acceptance,3.0,,,
Journal of the History of Philosophy,2023-08-29 18:51:08 UTC,Female,Hispanic/Latina/Latino,2,3,4,Tenured faculty,Revise and resubmit,Rejection,3.0,,,
Philosophical Studies,2023-08-29 17:27:37 UTC,,,1,4,1,Non-tenure track faculty,Rejection,,12.5,,,
Philosophical Studies,2023-08-29 15:42:43 UTC,Female,Middle Eastern/North African,2,3,1,Tenure track faculty,Rejection,,10.5,,,
Utilitas,2023-08-28 16:10:56 UTC,Male,Asian,2,4,5,Other,Revise and resubmit,Withdraw,6.0,,,
American Philosophical Quarterly,2023-08-28 07:18:31 UTC,,,1,5,5,Tenure track faculty,Rejection,,3.5,,,
Philosophical Quarterly,2023-08-26 17:05:06 UTC,,,2,4,5,Tenure track faculty,Rejection,,2.5,,,
Inquiry: An Interdisciplinary Journal of Philosophy,2023-08-25 18:41:14 UTC,Male,Middle Eastern/North African,0,,,Other,Rejection,,0.5,,,
Philosophical Studies,2023-08-25 16:47:07 UTC,,,0,,1,Non-tenure track faculty,Rejection,,6.0,,,
Philosophical Studies,2023-08-25 16:02:31 UTC,,,0,,1,Graduate student,Rejection,,8.0,,,
Ethics,2023-08-23 17:31:17 UTC,,,0,,,Graduate student,Rejection,,1.0,,,
Ergo: An Open Access Journal of Philosophy,2023-08-23 17:29:01 UTC,,,1,2,5,Graduate student,Rejection,,0.2,,,
Philosophers' Imprint,2023-08-22 15:34:17 UTC,,,0,,4,Graduate student,Rejection,,0.8,,,
Philosophical Review,2023-08-22 02:40:29 UTC,,,0,,4,Graduate student,Rejection,,0.6,,,
Inquiry. An Interdisciplinary Journal of Philosophy,2023-08-20 16:17:20 UTC,Male,White,1,2,2,Tenured faculty,Rejection,,9.0,,,"The review was not unfriendly but fairly short and unhelpful. It contained a number of misunderstandings of the text and of the literature in general. For example, it attributed views to various authors that do not have support in their texts. Moreover, my submission was handled by an associate editor who has little knowledge of the field. "
Canadian Journal of Philosophy,2023-08-16 08:33:04 UTC,,,0,,,Graduate student,Rejection,,1.0,,,
European Journal of Philosophy,2023-08-14 20:25:07 UTC,Male,Middle Eastern/North African,0,,,Graduate student,Rejection,,0.3,,,
European Journal of Philosophy,2023-08-14 20:24:00 UTC,Male,Middle Eastern/North African,1,3,,Graduate student,Rejection,,2.0,,,
European Journal of Philosophy,2023-08-14 20:21:22 UTC,Male,Middle Eastern/North African,0,,,Graduate student,Rejection,,2.0,,,
Philosophical Studies,2023-08-14 20:18:53 UTC,Male,Middle Eastern/North African,0,,,Graduate student,Rejection,,0.5,,,
Philosophical Quarterly,2023-08-13 17:03:05 UTC,,,1,3,3,Tenure track faculty,Rejection,,6.0,,,
Ethics,2023-08-11 22:57:12 UTC,Male,Hispanic/Latina/Latino,0,,1,Graduate student,Rejection,,4.0,,,
Ethics,2023-08-11 22:50:50 UTC,Male,Hispanic/Latina/Latino,0,,1,Graduate student,Rejection,,4.0,,,
Philosophical Review,2023-08-11 21:50:04 UTC,Male,,0,,,Graduate student,Rejection,,0.75,,,""
Philosophers' Imprint,2023-08-10 16:34:40 UTC,Male,Middle Eastern/North African,0,,,Other,Rejection,,0.2,,,
Philosophical Studies,2023-08-10 07:51:55 UTC,Male,White,1,3,2,Non-tenure track faculty,Rejection,,11.0,,,
Ergo: An Open Access Journal of Philosophy,2023-08-09 01:52:41 UTC,Male,Asian,0,,2,Non-tenure track faculty,Rejection,,1.0,,,
Journal of Modern Philosophy,2023-08-07 20:51:47 UTC,Male,"Hispanic/Latina/Latino, White",2,3,5,Graduate student,Rejection,,2.3,,,
Organon F: Medzinárodný Časopis Pre Analytickú Filozofiu,2023-08-07 15:17:33 UTC,Male,White,1,1,1,Tenured faculty,Rejection,,6.0,,,Why did it take so long for such a low-quality journal to reject a paper?
Journal of Philosophy,2023-08-06 21:48:12 UTC,,,0,,,Tenure track faculty,Rejection,,3.4,,,""
Journal of Ethics and Social Philosophy,2023-08-06 15:28:20 UTC,Male,White,0,,4,Tenure track faculty,Rejection,,0.2,,,
Mind,2023-08-04 09:09:11 UTC,Male,White,0,,3,Graduate student,Rejection,,1.5,,,
Topoi,2023-08-02 17:26:18 UTC,Male,White,2,2,3,Tenure track faculty,Rejection,,2.0,,,
Thought: A Journal of Philosophy,2023-08-01 19:08:30 UTC,Male,White,2,4,4,Tenured faculty,Rejection,,2.0,,,
TÓPICOS - Revista de Filosofía,2023-08-01 02:45:44 UTC,Male,Hispanic/Latina/Latino,5,5,5,Tenured faculty,Acceptance,,4.2,14.0,2023-04-20 00:00:00 UTC,
Philosophical Quarterly,2023-07-31 17:08:49 UTC,Female,White,2,4,5,Tenured faculty,Revise and resubmit,Acceptance,2.0,,,
Journal of Political Philosophy,2023-07-31 09:13:06 UTC,Male,White,0,,3,Tenure track faculty,Rejection,,0.1,,,
Synthese,2023-07-27 21:30:18 UTC,Male,Hispanic/Latina/Latino,2,4,4,Tenured faculty,Rejection,,1.5,,,
Philosophers' Imprint,2023-07-27 17:51:55 UTC,Male,Asian,0,,,Graduate student,Rejection,,0.2,,,
Pacific Philosophical Quarterly,2023-07-27 14:20:17 UTC,,,1,3,2,Tenure track faculty,Rejection,,6.0,,,
Erkenntnis,2023-07-27 08:22:28 UTC,Male,White,2,4,,Non-tenure track faculty,Rejection,,7.4,,,""
Australasian Journal of Philosophy,2023-07-26 16:57:16 UTC,,,2,3,4,Tenure track faculty,Revise and resubmit,Acceptance,4.9,,,""
Analysis,2023-07-25 08:53:59 UTC,Female,Hispanic/Latina/Latino,1,1,4,Graduate student,Rejection,,1.7,,,
Australasian Journal of Philosophy,2023-07-24 17:05:47 UTC,Male,White,2,5,5,Graduate student,Revise and resubmit,Acceptance,4.0,,,""
Continental Philosophy Review,2023-07-23 19:26:21 UTC,,,0,,,Graduate student,Rejection,,3.5,,,
Episteme,2023-07-21 14:34:34 UTC,Male,Middle Eastern/North African,1,4,5,Other,Rejection,,1.0,,,
Philosophical Review,2023-07-21 05:56:02 UTC,,,0,,5,Tenure track faculty,Rejection,,2.3,,,
Nous,2023-07-20 11:48:31 UTC,Female,White,0,,1,Non-tenure track faculty,Rejection,,2.0,,,
Philosophical Quarterly,2023-07-19 15:14:29 UTC,,,2,5,5,Graduate student,Acceptance,,5.0,,2023-04-21 00:00:00 UTC,
Synthese,2023-07-18 20:15:57 UTC,Male,White,3,4,2,Graduate student,Rejection,,1.17,,,""
Religious Studies,2023-07-18 13:51:30 UTC,,,0,,3,Graduate student,Rejection,,0.2,,,
Review of Philosophy and Psychology,2023-07-18 08:26:12 UTC,Male,Asian,2,5,4,Graduate student,Rejection,,5.0,,,
Metaphysica,2023-07-18 04:36:38 UTC,Male,Other race/ethnicity,0,,2,Tenured faculty,Rejection,,6.7,,,
Phronesis,2023-07-18 00:53:00 UTC,,,1,4,5,Non-tenure track faculty,Rejection,,1.0,,,
Philosophers’ Imprint,2023-07-17 14:08:04 UTC,,,0,,4,Graduate student,Rejection,,0.1,,,
Analysis,2023-07-14 15:10:20 UTC,Male,Asian,0,,5,Non-tenure track faculty,Rejection,,0.8,,,
Journal of Moral Philosophy,2023-07-13 07:10:55 UTC,Male,White,0,,4,Graduate student,Rejection,,0.2,,,
Philosophical Studies,2023-07-11 21:06:01 UTC,Female,,0,,,Graduate student,Rejection,,0.5,,,
Philosophers' Imprint,2023-07-09 12:38:23 UTC,Female,White,2,4,5,Graduate student,Rejection,,1.5,,,One conditional acceptance and one rejection without R&R lead to rejection. Comments are detailed and helpful. 
British Journal for the History of Philosophy,2023-07-08 17:06:47 UTC,Male,Middle Eastern/North African,2,5,5,Graduate student,Revise and resubmit,Acceptance,1.0,,,
Synthese,2023-07-07 23:21:18 UTC,Male,White,2,4,3,Graduate student,Rejection,,3.0,,,""
Australasian Journal of Philosophy,2023-07-07 18:11:47 UTC,Male,Middle Eastern/North African,1,5,5,Other,Rejection,,2.5,,,
Philosophical Studies,2023-07-06 15:25:42 UTC,Male,Asian,0,,,Graduate student,Rejection,,0.5,,,
Southern Journal of Philosophy,2023-07-06 15:25:16 UTC,Male,Asian,0,,,Graduate student,Rejection,,0.5,,,
European Journal of Philosophy,2023-07-06 15:24:30 UTC,Male,Asian,0,,,Graduate student,Rejection,,1.0,,,
Philosophia,2023-07-05 14:03:41 UTC,Male,White,0,,1,Tenured faculty,Rejection,,5.0,,,What kind of stupid editor will reject a revised-and-resubmitted paper without sending it to referees?
Journal of Ethics and Social Philosophy,2023-07-04 09:46:59 UTC,Male,White,0,,4,Graduate student,Rejection,,0.3,,,
Kriterion: Journal of Philosophy,2023-07-04 02:16:11 UTC,Male,White,0,,1,Tenured faculty,Rejection,,3.0,,,Wow! It took three months for such a low-ranked journal to desk-reject a paper. 
Analysis,2023-07-04 01:36:30 UTC,,,1,4,5,Tenure track faculty,Rejection,,1.5,,,
Synthese,2023-07-04 01:35:52 UTC,,,2,5,5,Tenure track faculty,Rejection,,3.4,,,
Ratio,2023-07-03 16:40:24 UTC,Male,Asian,0,,5,Non-tenure track faculty,Rejection,,0.1,,,
Philosophy of Science,2023-07-02 23:25:52 UTC,Female,"Middle Eastern/North African, White",0,,1,Graduate student,Rejection,,3.0,,,
Journal of Ethics and Social Philosophy,2023-07-02 15:05:25 UTC,Male,White,2,3,4,Graduate student,Rejection,,2.0,,,
Critical Review of International Social and Political Philosophy,2023-07-02 15:04:24 UTC,Male,White,1,4,5,Graduate student,Revise and resubmit,Acceptance,1.0,,,
Synthese,2023-07-01 09:07:13 UTC,Male,White,2,3,4,Graduate student,Rejection,,3.0,,,
Synthese,2023-06-30 20:23:49 UTC,Male,Hispanic/Latina/Latino,2,4,5,Tenure track faculty,Acceptance,,2.0,,2023-06-29 00:00:00 UTC,
Australasian Journal of Philosophy,2023-06-29 22:13:52 UTC,Male,White,2,2,4,Graduate student,Rejection,,3.0,,,
Philosophical Quarterly,2023-06-29 14:06:35 UTC,Male,Asian,1,2,5,Graduate student,Rejection,,1.75,,,
Philosophical Quarterly,2023-06-27 08:56:03 UTC,,,2,4,5,Non-tenure track faculty,Rejection,,1.0,,,
The Journal of Ethics,2023-06-27 08:54:17 UTC,,,2,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,1.2,,,
Ratio,2023-06-26 04:42:31 UTC,Male,White,0,,1,Graduate student,Rejection,,0.25,,,
Mind,2023-06-25 17:25:44 UTC,Male,White,2,2,2,Graduate student,Rejection,,9.0,,,
British Journal for the History of Philosophy,2023-06-23 11:47:36 UTC,Male,White,0,,4,Graduate student,Rejection,,0.2,,,desk reject with short but useful feedback from associate editor
Review of Symbolic Logic,2023-06-23 03:57:26 UTC,Male,Other race/ethnicity,2,5,3,Tenure track faculty,Revise and resubmit,Acceptance,4.0,,,""
History and Philosophy of Logic,2023-06-23 03:41:22 UTC,Male,Other race/ethnicity,1,3,4,Tenure track faculty,Acceptance,,6.0,5.0,2023-05-03 00:00:00 UTC,
Manuscrito,2023-06-23 03:35:39 UTC,Male,Other race/ethnicity,2,5,3,Graduate student,Rejection,,2.0,,,
Philosophical Quarterly,2023-06-23 03:30:30 UTC,Male,Other race/ethnicity,1,4,3,Tenure track faculty,Rejection,,1.0,,,
Philosophia Mathematica,2023-06-23 03:26:47 UTC,Male,Other race/ethnicity,2,4,5,Graduate student,Revise and resubmit,Acceptance,3.0,,,
Dialectica,2023-06-23 03:24:06 UTC,Male,Other race/ethnicity,2,3,3,Other,Rejection,,3.0,,,
Dialectica,2023-06-23 03:22:07 UTC,Male,Other race/ethnicity,0,,3,Graduate student,Rejection,,8.0,,,
Axiomathes,2023-06-23 02:59:49 UTC,Male,Other race/ethnicity,0,,,Tenure track faculty,Withdraw,,13.0,,,
Husserl Studies,2023-06-23 02:57:08 UTC,Male,Other race/ethnicity,1,4,2,Tenure track faculty,Acceptance,,6.0,8.0,2022-07-15 00:00:00 UTC,
History and Philosophy of Logic,2023-06-23 02:48:37 UTC,Male,Other race/ethnicity,0,,3,Graduate student,Rejection,,1.0,,,
History and Philosophy of Logic,2023-06-23 02:46:50 UTC,Male,Other race/ethnicity,1,4,3,Other,Rejection,,9.0,,,
Journal of Philosophical Logic,2023-06-23 02:26:13 UTC,Male,Other race/ethnicity,2,4,3,Other,Rejection,,4.0,,,
Synthese,2023-06-23 02:19:57 UTC,Male,Other race/ethnicity,2,4,3,Other,Rejection,,3.0,,,
Erkenntnis,2023-06-23 02:17:15 UTC,Male,Other race/ethnicity,3,4,3,Graduate student,Revise and resubmit,Acceptance,8.0,,,
Synthese,2023-06-23 02:14:34 UTC,Male,Other race/ethnicity,2,3,3,Graduate student,Rejection,,2.0,,,
Notre Dame Journal of Formal Logic,2023-06-23 02:12:21 UTC,Male,White,1,3,3,Graduate student,Revise and resubmit,Acceptance,13.0,,,
Review of Symbolic Logic,2023-06-23 02:07:23 UTC,Male,Other race/ethnicity,2,5,4,Tenure track faculty,Revise and resubmit,Acceptance,8.0,,,
Review of Symbolic Logic,2023-06-23 02:05:19 UTC,Male,"Hispanic/Latina/Latino, Other race/ethnicity",1,4,4,Graduate student,Revise and resubmit,Rejection,5.0,,,
Philosophical Studies,2023-06-22 18:56:20 UTC,Male,White,0,,,Graduate student,Rejection,,5.3,,,
Episteme,2023-06-21 14:30:13 UTC,Male,White,1,1,4,Non-tenure track faculty,Rejection,,3.5,,,
Synthese,2023-06-20 22:01:38 UTC,Male,White,2,2,1,Tenured faculty,Rejection,,5.0,,,"Hey editor, stop being a jerk, okay?"
Dialectica,2023-06-20 16:14:55 UTC,,,0,,1,Tenured faculty,Withdraw,,32.0,,,
Journal of Medical Ethics,2023-06-20 09:02:22 UTC,Male,White,2,4,4,Graduate student,Conditional acceptance,Acceptance,3.0,,,
Philosophical Quarterly,2023-06-19 23:21:20 UTC,Male,Black,1,3,5,Tenure track faculty,Rejection,,11.0,,,""
Synthese,2023-06-19 08:54:38 UTC,Female,Hispanic/Latina/Latino,2,1,4,Graduate student,Rejection,,3.0,,,
Philosophical Studies,2023-06-19 08:52:07 UTC,Female,Hispanic/Latina/Latino,1,3,2,Graduate student,Rejection,,3.0,,,
Hypatia,2023-06-19 08:49:35 UTC,Female,White,2,4,4,Graduate student,Rejection,,4.9,,,
Australasian Journal of Philosophy,2023-06-18 01:52:59 UTC,Male,White,0,,2,Graduate student,Rejection,,0.5,,,
Sophia,2023-06-17 18:05:13 UTC,Male,Middle Eastern/North African,2,2,2,Graduate student,Rejection,,9.0,,,
Philosophers' Imprint,2023-06-14 22:23:04 UTC,Male,Asian,1,4,4,Graduate student,Rejection,,1.0,,,
Philosophy and Phenomenological Research,2023-06-14 22:21:32 UTC,Male,Asian,2,3,3,Graduate student,Rejection,,4.0,,,
Mind and Language,2023-06-14 11:55:38 UTC,,White,2,2,,Non-tenure track faculty,Rejection,,3.5,,,
Ethics,2023-06-14 05:54:01 UTC,Male,"Indigenous North, Central or South American, White",0,,2,Graduate student,Rejection,,6.0,,,
Journal of Ethics and Social Philosophy,2023-06-13 17:34:27 UTC,,,2,5,5,Graduate student,Revise and resubmit,Acceptance,3.0,,,""
"Politics, Philosophy and Economics",2023-06-13 17:31:19 UTC,,,2,3,5,Graduate student,Revise and resubmit,Acceptance,9.0,,,""
Philosophers' Imprint,2023-06-12 13:40:40 UTC,,,0,,4,Tenure track faculty,Rejection,,0.25,,,""
Philosophical Studies,2023-06-12 13:39:27 UTC,,,2,5,5,Tenure track faculty,Revise and resubmit,Acceptance,4.0,,,""
Ergo: An Open Access Journal of Philosophy,2023-06-12 13:38:32 UTC,,,2,2,2,Tenure track faculty,Revise and resubmit,Rejection,4.0,,,""
Philosophical Quarterly,2023-06-12 13:37:28 UTC,,,2,4,4,Tenure track faculty,Rejection,,2.5,,,""
Ratio,2023-06-11 16:37:35 UTC,Male,White,1,5,5,Graduate student,Rejection,,2.0,,,
Philosophy of Science,2023-06-10 07:57:54 UTC,,White,2,4,2,Graduate student,Revise and resubmit,Rejection,9.0,,,
Acta Analytica,2023-06-06 23:43:58 UTC,,,2,4,5,Non-tenure track faculty,Rejection,,1.8,,,
Ancient Philosophy,2023-06-06 23:42:59 UTC,,,2,4,5,Non-tenure track faculty,Rejection,,3.5,,,
Synthese,2023-06-06 23:40:36 UTC,,,2,5,5,Tenure track faculty,Rejection,,3.0,,,
Synthese,2023-06-06 23:40:00 UTC,,,2,4,5,Non-tenure track faculty,Rejection,,2.4,,,
Mind,2023-06-06 11:51:08 UTC,Female,Asian,0,,3,Non-tenure track faculty,Rejection,,7.01,,,""
Philosophical Review,2023-06-05 12:29:05 UTC,,,0,,,Tenure track faculty,Rejection,,1.0,,,
Erasmus Journal for Philosophy and Economics,2023-06-05 07:10:57 UTC,Male,White,2,5,4,Tenured faculty,Acceptance,,2.0,,,
Philosophical Studies,2023-06-05 03:01:02 UTC,,,1,4,,Graduate student,Rejection,,2.9,,,
Philosophers’ Imprint,2023-06-03 06:29:21 UTC,Male,White,1,1,2,Tenured faculty,Rejection,,8.5,,,"After six months of no verdict, I wrote to inquire and received no reply. I wrote again after seven months and received no reply. After eight months I wrote again and received the reply that my earlier emails must have gone to spam. After 8.5 months I received a rejection. I was given access to only one of the two reports that had been submitted. The reviewer gave no thought to the contribution my paper might be making but tried very hard to think up lots of questions that they could have answered for themselves (e.g. five different hypotheses about who my opponent might be)."
