"id","Journal_name","Create_date","Gender","Demographics","Comment_count","Comment_quality","Editor_experience","Professional_status","Verdict","Second_verdict","Response_time"
257,"Philosophy East and West","2023-08-30 13:52:23 UTC","","",2,"2","5","Graduate student","Revise and resubmit","Acceptance",4.0
258,"Philosophical Studies","2023-08-30 13:49:25 UTC","","",1,"1","5","Graduate student","Rejection","",2.0
259,"Philosophical Psychology","2023-08-30 13:03:43 UTC","Female","White",2,"5","5","Non-tenure track faculty","Conditional acceptance","Acceptance",3.0
260,"Journal of the History of Philosophy","2023-08-29 18:51:08 UTC","Female","Hispanic/Latina/Latino",2,"3","4","Tenured faculty","Revise and resubmit","Rejection",3.0
261,"Philosophical Studies","2023-08-29 17:27:37 UTC","","",1,"4","1","Non-tenure track faculty","Rejection","",12.5
262,"Philosophical Studies","2023-08-29 15:42:43 UTC","Female","Middle Eastern/North African",2,"3","1","Tenure track faculty","Rejection","",10.5
263,"Utilitas","2023-08-28 16:10:56 UTC","Male","Asian",2,"4","5","Other","Revise and resubmit","Withdraw",6.0
264,"American Philosophical Quarterly","2023-08-28 07:18:31 UTC","","",1,"5","5","Tenure track faculty","Rejection","",3.5
265,"Philosophical Quarterly","2023-08-26 17:05:06 UTC","","",2,"4","5","Tenure track faculty","Rejection","",2.5
266,"Inquiry","2023-08-25 18:41:14 UTC","Male","Middle Eastern/North African",0,"","","Other","Rejection","",0.5
267,"Philosophical Studies","2023-08-25 16:47:07 UTC","","",0,"","1","Non-tenure track faculty","Rejection","",6.0
268,"Philosophical Studies","2023-08-25 16:02:31 UTC","","",0,"","1","Graduate student","Rejection","",8.0
269,"Ethics","2023-08-23 17:31:17 UTC","","",0,"","","Graduate student","Rejection","",1.0
270,"Ergo","2023-08-23 17:29:01 UTC","","",1,"2","5","Graduate student","Rejection","",0.2
271,"Philosophers' Imprint","2023-08-22 15:34:17 UTC","","",0,"","4","Graduate student","Rejection","",0.8
272,"Philosophical Review","2023-08-22 02:40:29 UTC","","",0,"","4","Graduate student","Rejection","",0.6
274,"Canadian Journal of Philosophy","2023-08-16 08:33:04 UTC","","",0,"","","Graduate student","Rejection","",1.0
275,"European Journal of Philosophy","2023-08-14 20:25:07 UTC","Male","Middle Eastern/North African",0,"","","Graduate student","Rejection","",0.3
276,"European Journal of Philosophy","2023-08-14 20:24:00 UTC","Male","Middle Eastern/North African",1,"3","","Graduate student","Rejection","",2.0
277,"European Journal of Philosophy","2023-08-14 20:21:22 UTC","Male","Middle Eastern/North African",0,"","","Graduate student","Rejection","",2.0
278,"Philosophical Studies","2023-08-14 20:18:53 UTC","Male","Middle Eastern/North African",0,"","","Graduate student","Rejection","",0.5
279,"Philosophical Quarterly","2023-08-13 17:03:05 UTC","","",1,"3","3","Tenure track faculty","Rejection","",6.0
280,"Ethics","2023-08-11 22:57:12 UTC","Male","Hispanic/Latina/Latino",0,"","1","Graduate student","Rejection","",4.0
281,"Ethics","2023-08-11 22:50:50 UTC","Male","Hispanic/Latina/Latino",0,"","1","Graduate student","Rejection","",4.0
282,"Philosophical Review","2023-08-11 21:50:04 UTC","Male","",0,"","","Graduate student","Rejection","",0.75
283,"Philosophers' Imprint","2023-08-10 16:34:40 UTC","Male","Middle Eastern/North African",0,"","","Other","Rejection","",0.2
284,"Philosophical Studies","2023-08-10 07:51:55 UTC","Male","White",1,"3","2","Non-tenure track faculty","Rejection","",11.0
285,"Ergo","2023-08-09 01:52:41 UTC","Male","Asian",0,"","2","Non-tenure track faculty","Rejection","",1.0
288,"Journal of Philosophy","2023-08-06 21:48:12 UTC","","",0,"","","Tenure track faculty","Rejection","",3.4
289,"Journal of Ethics & Social Philosophy","2023-08-06 15:28:20 UTC","Male","White",0,"","4","Tenure track faculty","Rejection","",0.2
290,"Mind","2023-08-04 09:09:11 UTC","Male","White",0,"","3","Graduate student","Rejection","",1.5
292,"Thought","2023-08-01 19:08:30 UTC","Male","White",2,"4","4","Tenured faculty","Rejection","",2.0
294,"Philosophical Quarterly","2023-07-31 17:08:49 UTC","Female","White",2,"4","5","Tenured faculty","Revise and resubmit","Acceptance",2.0
295,"Journal of Political Philosophy","2023-07-31 09:13:06 UTC","Male","White",0,"","3","Tenure track faculty","Rejection","",0.1
296,"Synthese","2023-07-27 21:30:18 UTC","Male","Hispanic/Latina/Latino",2,"4","4","Tenured faculty","Rejection","",1.5
297,"Philosophers' Imprint","2023-07-27 17:51:55 UTC","Male","Asian",0,"","","Graduate student","Rejection","",0.2
298,"Pacific Philosophical Quarterly","2023-07-27 14:20:17 UTC","","",1,"3","2","Tenure track faculty","Rejection","",6.0
299,"Erkenntnis","2023-07-27 08:22:28 UTC","Male","White",2,"4","","Non-tenure track faculty","Rejection","",7.4
300,"Australasian Journal of Philosophy","2023-07-26 16:57:16 UTC","","",2,"3","4","Tenure track faculty","Revise and resubmit","Acceptance",4.9
301,"Analysis","2023-07-25 08:53:59 UTC","Female","Hispanic/Latina/Latino",1,"1","4","Graduate student","Rejection","",1.7
302,"Australasian Journal of Philosophy","2023-07-24 17:05:47 UTC","Male","White",2,"5","5","Graduate student","Revise and resubmit","Acceptance",4.0
303,"Continental Philosophy Review","2023-07-23 19:26:21 UTC","","",0,"","","Graduate student","Rejection","",3.5
304,"Episteme","2023-07-21 14:34:34 UTC","Male","Middle Eastern/North African",1,"4","5","Other","Rejection","",1.0
305,"Philosophical Review","2023-07-21 05:56:02 UTC","","",0,"","5","Tenure track faculty","Rejection","",2.3
306,"Nous","2023-07-20 11:48:31 UTC","Female","White",0,"","1","Non-tenure track faculty","Rejection","",2.0
307,"Philosophical Quarterly","2023-07-19 15:14:29 UTC","","",2,"5","5","Graduate student","Acceptance","",5.0
308,"Synthese","2023-07-18 20:15:57 UTC","Male","White",3,"4","2","Graduate student","Rejection","",1.17
309,"Religious Studies","2023-07-18 13:51:30 UTC","","",0,"","3","Graduate student","Rejection","",0.2
310,"Review of Philosophy and Psychology","2023-07-18 08:26:12 UTC","Male","Asian",2,"5","4","Graduate student","Rejection","",5.0
311,"Metaphysica","2023-07-18 04:36:38 UTC","Male","Other race/ethnicity",0,"","2","Tenured faculty","Rejection","",6.7
312,"Phronesis","2023-07-18 00:53:00 UTC","","",1,"4","5","Non-tenure track faculty","Rejection","",1.0
313,"Philosophers' Imprint","2023-07-17 14:08:04 UTC","","",0,"","4","Graduate student","Rejection","",0.1
314,"Analysis","2023-07-14 15:10:20 UTC","Male","Asian",0,"","5","Non-tenure track faculty","Rejection","",0.8
315,"Journal of Moral Philosophy","2023-07-13 07:10:55 UTC","Male","White",0,"","4","Graduate student","Rejection","",0.2
316,"Philosophical Studies","2023-07-11 21:06:01 UTC","Female","",0,"","","Graduate student","Rejection","",0.5
317,"Philosophers' Imprint","2023-07-09 12:38:23 UTC","Female","White",2,"4","5","Graduate student","Rejection","",1.5
318,"British Journal for the History of Philosophy","2023-07-08 17:06:47 UTC","Male","Middle Eastern/North African",2,"5","5","Graduate student","Revise and resubmit","Acceptance",1.0
319,"Synthese","2023-07-07 23:21:18 UTC","Male","White",2,"4","3","Graduate student","Rejection","",3.0
320,"Australasian Journal of Philosophy","2023-07-07 18:11:47 UTC","Male","Middle Eastern/North African",1,"5","5","Other","Rejection","",2.5
321,"Philosophical Studies","2023-07-06 15:25:42 UTC","Male","Asian",0,"","","Graduate student","Rejection","",0.5
322,"Southern Journal of Philosophy","2023-07-06 15:25:16 UTC","Male","Asian",0,"","","Graduate student","Rejection","",0.5
323,"European Journal of Philosophy","2023-07-06 15:24:30 UTC","Male","Asian",0,"","","Graduate student","Rejection","",1.0
324,"Philosophia","2023-07-05 14:03:41 UTC","Male","White",0,"","1","Tenured faculty","Rejection","",5.0
325,"Journal of Ethics & Social Philosophy","2023-07-04 09:46:59 UTC","Male","White",0,"","4","Graduate student","Rejection","",0.3
327,"Analysis","2023-07-04 01:36:30 UTC","","",1,"4","5","Tenure track faculty","Rejection","",1.5
328,"Synthese","2023-07-04 01:35:52 UTC","","",2,"5","5","Tenure track faculty","Rejection","",3.4
329,"Ratio","2023-07-03 16:40:24 UTC","Male","Asian",0,"","5","Non-tenure track faculty","Rejection","",0.1
330,"Philosophy of Science","2023-07-02 23:25:52 UTC","Female","Middle Eastern/North African, White",0,"","1","Graduate student","Rejection","",3.0
331,"Journal of Ethics & Social Philosophy","2023-07-02 15:05:25 UTC","Male","White",2,"3","4","Graduate student","Rejection","",2.0
333,"Synthese","2023-07-01 09:07:13 UTC","Male","White",2,"3","4","Graduate student","Rejection","",3.0
334,"Synthese","2023-06-30 20:23:49 UTC","Male","Hispanic/Latina/Latino",2,"4","5","Tenure track faculty","Acceptance","",2.0
335,"Australasian Journal of Philosophy","2023-06-29 22:13:52 UTC","Male","White",2,"2","4","Graduate student","Rejection","",3.0
336,"Philosophical Quarterly","2023-06-29 14:06:35 UTC","Male","Asian",1,"2","5","Graduate student","Rejection","",1.75
337,"Philosophical Quarterly","2023-06-27 08:56:03 UTC","","",2,"4","5","Non-tenure track faculty","Rejection","",1.0
338,"The Journal of Ethics","2023-06-27 08:54:17 UTC","","",2,"5","5","Non-tenure track faculty","Revise and resubmit","Acceptance",1.2
339,"Ratio","2023-06-26 04:42:31 UTC","Male","White",0,"","1","Graduate student","Rejection","",0.25
340,"Mind","2023-06-25 17:25:44 UTC","Male","White",2,"2","2","Graduate student","Rejection","",9.0
341,"British Journal for the History of Philosophy","2023-06-23 11:47:36 UTC","Male","White",0,"","4","Graduate student","Rejection","",0.2
345,"Philosophical Quarterly","2023-06-23 03:30:30 UTC","Male","Other race/ethnicity",1,"4","3","Tenure track faculty","Rejection","",1.0
346,"Philosophia Mathematica","2023-06-23 03:26:47 UTC","Male","Other race/ethnicity",2,"4","5","Graduate student","Revise and resubmit","Acceptance",3.0
347,"Dialectica","2023-06-23 03:24:06 UTC","Male","Other race/ethnicity",2,"3","3","Other","Rejection","",3.0
348,"Dialectica","2023-06-23 03:22:07 UTC","Male","Other race/ethnicity",0,"","3","Graduate student","Rejection","",8.0
353,"Journal of Philosophical Logic","2023-06-23 02:26:13 UTC","Male","Other race/ethnicity",2,"4","3","Other","Rejection","",4.0
354,"Synthese","2023-06-23 02:19:57 UTC","Male","Other race/ethnicity",2,"4","3","Other","Rejection","",3.0
355,"Erkenntnis","2023-06-23 02:17:15 UTC","Male","Other race/ethnicity",3,"4","3","Graduate student","Revise and resubmit","Acceptance",8.0
356,"Synthese","2023-06-23 02:14:34 UTC","Male","Other race/ethnicity",2,"3","3","Graduate student","Rejection","",2.0
360,"Philosophical Studies","2023-06-22 18:56:20 UTC","Male","White",0,"","","Graduate student","Rejection","",5.3
361,"Episteme","2023-06-21 14:30:13 UTC","Male","White",1,"1","4","Non-tenure track faculty","Rejection","",3.5
362,"Synthese","2023-06-20 22:01:38 UTC","Male","White",2,"2","1","Tenured faculty","Rejection","",5.0
363,"Dialectica","2023-06-20 16:14:55 UTC","","",0,"","1","Tenured faculty","Withdraw","",32.0
364,"Journal of Medical Ethics","2023-06-20 09:02:22 UTC","Male","White",2,"4","4","Graduate student","Conditional acceptance","Acceptance",3.0
365,"Philosophical Quarterly","2023-06-19 23:21:20 UTC","Male","Black",1,"3","5","Tenure track faculty","Rejection","",11.0
366,"Synthese","2023-06-19 08:54:38 UTC","Female","Hispanic/Latina/Latino",2,"1","4","Graduate student","Rejection","",3.0
367,"Philosophical Studies","2023-06-19 08:52:07 UTC","Female","Hispanic/Latina/Latino",1,"3","2","Graduate student","Rejection","",3.0
368,"Hypatia","2023-06-19 08:49:35 UTC","Female","White",2,"4","4","Graduate student","Rejection","",4.9
369,"Australasian Journal of Philosophy","2023-06-18 01:52:59 UTC","Male","White",0,"","2","Graduate student","Rejection","",0.5
370,"Sophia","2023-06-17 18:05:13 UTC","Male","Middle Eastern/North African",2,"2","2","Graduate student","Rejection","",9.0
371,"Philosophers' Imprint","2023-06-14 22:23:04 UTC","Male","Asian",1,"4","4","Graduate student","Rejection","",1.0
372,"Philosophy and Phenomenological Research","2023-06-14 22:21:32 UTC","Male","Asian",2,"3","3","Graduate student","Rejection","",4.0
373,"Mind and Language","2023-06-14 11:55:38 UTC","","White",2,"2","","Non-tenure track faculty","Rejection","",3.5
374,"Ethics","2023-06-14 05:54:01 UTC","Male","Indigenous North, Central or South American, White",0,"","2","Graduate student","Rejection","",6.0
375,"Journal of Ethics & Social Philosophy","2023-06-13 17:34:27 UTC","","",2,"5","5","Graduate student","Revise and resubmit","Acceptance",3.0
376,"Politics, Philosophy & Economics","2023-06-13 17:31:19 UTC","","",2,"3","5","Graduate student","Revise and resubmit","Acceptance",9.0
377,"Philosophers' Imprint","2023-06-12 13:40:40 UTC","","",0,"","4","Tenure track faculty","Rejection","",0.25
378,"Philosophical Studies","2023-06-12 13:39:27 UTC","","",2,"5","5","Tenure track faculty","Revise and resubmit","Acceptance",4.0
379,"Ergo","2023-06-12 13:38:32 UTC","","",2,"2","2","Tenure track faculty","Revise and resubmit","Rejection",4.0
380,"Philosophical Quarterly","2023-06-12 13:37:28 UTC","","",2,"4","4","Tenure track faculty","Rejection","",2.5
381,"Ratio","2023-06-11 16:37:35 UTC","Male","White",1,"5","5","Graduate student","Rejection","",2.0
382,"Philosophy of Science","2023-06-10 07:57:54 UTC","","White",2,"4","2","Graduate student","Revise and resubmit","Rejection",9.0
383,"Acta Analytica","2023-06-06 23:43:58 UTC","","",2,"4","5","Non-tenure track faculty","Rejection","",1.8
384,"Ancient Philosophy","2023-06-06 23:42:59 UTC","","",2,"4","5","Non-tenure track faculty","Rejection","",3.5
385,"Synthese","2023-06-06 23:40:36 UTC","","",2,"5","5","Tenure track faculty","Rejection","",3.0
386,"Synthese","2023-06-06 23:40:00 UTC","","",2,"4","5","Non-tenure track faculty","Rejection","",2.4
387,"Mind","2023-06-06 11:51:08 UTC","Female","Asian",0,"","3","Non-tenure track faculty","Rejection","",7.01
388,"Philosophical Review","2023-06-05 12:29:05 UTC","","",0,"","","Tenure track faculty","Rejection","",1.0
390,"Philosophical Studies","2023-06-05 03:01:02 UTC","","",1,"4","","Graduate student","Rejection","",2.9
391,"Philosophers' Imprint","2023-06-03 06:29:21 UTC","Male","White",1,"1","2","Tenured faculty","Rejection","",8.5
392,"Analysis","2023-06-02 18:32:13 UTC","","",1,"4","5","Tenure track faculty","Rejection","",0.9
393,"Analytic Philosophy","2023-06-02 12:58:42 UTC","Male","Asian",0,"","3","Graduate student","Rejection","",2.0
394,"Analysis","2023-05-30 21:17:03 UTC","","",0,"","","Graduate student","Rejection","",0.5
395,"Faith and Philosophy","2023-05-30 18:17:28 UTC","","",2,"1","3","Graduate student","Revise and resubmit","Rejection",6.0
396,"Philosophical Studies","2023-05-30 17:12:38 UTC","Male","White",2,"4","4","Graduate student","Revise and resubmit","Acceptance",6.0
397,"Philosophers' Imprint","2023-05-30 17:10:26 UTC","Male","White",2,"3","4","Graduate student","Rejection","",3.3
398,"Apeiron","2023-05-30 02:33:47 UTC","Male","White",2,"3","2","Non-tenure track faculty","Revise and resubmit","Rejection",11.0
399,"Ergo","2023-05-26 19:23:35 UTC","","",1,"3","5","Graduate student","Rejection","",0.75
400,"Pacific Philosophical Quarterly","2023-05-26 15:51:07 UTC","Male","White",0,"","1","Tenure track faculty","Rejection","",1.0
401,"Studies in the History and Philosophy of Science","2023-05-25 20:50:38 UTC","","",2,"5","1","Graduate student","Rejection","",4.5
402,"Ergo","2023-05-24 23:03:02 UTC","Male","White",2,"2","4","Graduate student","Rejection","",2.5
403,"Inquiry","2023-05-23 09:54:46 UTC","Male","Asian",0,"","2","Graduate student","Rejection","",1.0
404,"Utilitas","2023-05-22 03:45:37 UTC","Male","Indigenous North, Central or South American, White",2,"4","5","Graduate student","Revise and resubmit","Acceptance",3.5
405,"Philosophy and Public Affairs","2023-05-20 19:25:45 UTC","","",1,"2","5","Graduate student","Rejection","",2.0
406,"Analysis","2023-05-17 09:12:37 UTC","Male","Hispanic/Latina/Latino",1,"5","4","Graduate student","Revise and resubmit","Acceptance",6.5
407,"Mind","2023-05-17 09:08:47 UTC","Male","Hispanic/Latina/Latino",2,"5","4","Graduate student","Revise and resubmit","Acceptance",3.0
408,"Inquiry","2023-05-16 03:50:14 UTC","Male","Asian",0,"","3","Tenure track faculty","Rejection","",1.0
409,"Ethical Theory and Moral Practice","2023-05-14 14:52:48 UTC","Female","White",0,"","5","Non-tenure track faculty","Rejection","",1.0
410,"Synthese","2023-05-14 06:29:43 UTC","","",2,"4","5","Tenure track faculty","Rejection","",2.0
411,"Thought","2023-05-14 05:57:57 UTC","","",2,"5","5","Tenure track faculty","Rejection","",2.0
412,"Philosophical Quarterly","2023-05-13 08:39:22 UTC","Male","White",2,"3","4","Non-tenure track faculty","Rejection","",3.0
413,"Philosophical Studies","2023-05-13 01:30:16 UTC","","",0,"","","Non-tenure track faculty","Rejection","",0.5
414,"Philosophy of Science","2023-05-11 15:50:07 UTC","Male","White",2,"4","5","Graduate student","Revise and resubmit","Acceptance",3.49
415,"Journal of Moral Philosophy","2023-05-11 10:07:28 UTC","Male","White",2,"4","4","Non-tenure track faculty","Revise and resubmit","Acceptance",7.0
416,"Synthese","2023-05-11 02:00:13 UTC","","",2,"5","5","Tenure track faculty","Rejection","",3.0
417,"Analysis","2023-05-11 01:57:04 UTC","","",0,"","5","Tenure track faculty","Rejection","",0.8
